titles,category
소드 아트 온라인  기,sf
 자막  나의 히어로 아카데미아  기,sf
 자막  나의 히어로 아카데미아  기,sf
 자막  나의 히어로 아카데미아  기,sf
암살교실  기,sf
 자막  나의 히어로 아카데미아  기,sf
소드 아트 온라인 앨리시제이션,sf
암살교실  기,sf
 자막  나의 히어로 아카데미아  기,sf
다 다 다 ,sf
소드 아트 온라인  기,sf
청춘 돼지는 바니걸 선배의 꿈을 꾸지 않는다,sf
로그 호라이즌  기,sf
    에이티식스   기,sf
    에이티식스 ,sf
슈타인즈 게이트,sf
월드 트리거  기,sf
달링 인 더 프랑키스,sf
슈타인즈 게이트 제로,sf
로그 호라이즌  기,sf
