titles,category
전생했더니 슬라임이었던 건에 대하여  기,이세계
전생했더니 슬라임이었던 건에 대하여  기  부,이세계
방패 용사 성공담         ,이세계
소드 아트 온라인  기,이세계
전생했더니 슬라임이었던 건에 대하여  기  부,이세계
소드 아트 온라인 앨리시제이션,이세계
여성향 게임의 파멸 플래그밖에 없는 악역 영애로 환생해버렸다   ,이세계
무직전생   이세계에 갔으면 최선을 다한다  기,이세계
오버로드  기,이세계
무직전생   이세계에 갔으면 최선을 다한다  기,이세계
소드 아트 온라인  기,이세계
오버로드  기,이세계
오버로드  기,이세계
흔해빠진 직업으로 세계최강  기,이세계
오버로드  기,이세계
세계 최고의 암살자  이세계 귀족으로 전생하다,이세계
현자의 손자,이세계
달이 이끄는 이세계 여행,이세계
     제로부터 시작하는 이세계 생활  기       ,이세계
 자막  이 멋진 세계에 축복을   기,이세계
