titles,category
전생했더니 슬라임이었던 건에 대하여  기,이세계
전생했더니 슬라임이었던 건에 대하여  기  부,이세계
방패 용사 성공담         ,이세계
소드 아트 온라인  기,이세계
전생했더니 슬라임이었던 건에 대하여  기  부,이세계
소드 아트 온라인 앨리시제이션,이세계
여성향 게임의 파멸 플래그밖에 없는 악역 영애로 환생해버렸다   ,이세계
무직전생   이세계에 갔으면 최선을 다한다  기,이세계
오버로드  기,이세계
무직전생   이세계에 갔으면 최선을 다한다  기,이세계
